,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,freq,Frequency
3585,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),6.A,I. Current Account - A. Goods - 1. General Merchandise - - Exports - Annual,2011,2011-01-01,NA,,A,Annual
3586,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),6.A,I. Current Account - A. Goods - 1. General Merchandise - - Exports - Annual,2012,2012-01-01,185337.19,185337.19,A,Annual
3587,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),6.A,I. Current Account - A. Goods - 1. General Merchandise - - Exports - Annual,2013,2013-01-01,180293.99,180293.99,A,Annual
3588,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),6.A,I. Current Account - A. Goods - 1. General Merchandise - - Exports - Annual,2014,2014-01-01,173759.96,173759.96,A,Annual
3589,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),6.A,I. Current Account - A. Goods - 1. General Merchandise - - Exports - Annual,2015,2015-01-01,147724.65,147724.65,A,Annual
3590,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),6.A,I. Current Account - A. Goods - 1. General Merchandise - - Exports - Annual,2016,2016-01-01,143104.61,143104.61,A,Annual
3591,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),6.A,I. Current Account - A. Goods - 1. General Merchandise - - Exports - Annual,2017,2017-01-01,167001.72,167001.72,A,Annual
3592,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),6.A,I. Current Account - A. Goods - 1. General Merchandise - - Exports - Annual,2018,2018-01-01,178702.74,178702.74,A,Annual
3593,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),6.A,I. Current Account - A. Goods - 1. General Merchandise - - Exports - Annual,2019,2019-01-01,NA,,A,Annual
3594,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2010,2010-01-01,-118883.83,-118883.83,A,Annual
3595,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2011,2011-01-01,NA,,A,Annual
3596,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2012,2012-01-01,-178626.28,-178626.28,A,Annual
3597,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2013,2013-01-01,-176225.32,-176225.32,A,Annual
3598,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2014,2014-01-01,-168285.94,-168285.94,A,Annual
3599,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2015,2015-01-01,-134405.63,-134405.63,A,Annual
3600,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2016,2016-01-01,-128360.23,-128360.23,A,Annual
3601,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2017,2017-01-01,-149086.84,-149086.84,A,Annual
3602,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2018,2018-01-01,-179132.16,-179132.16,A,Annual
3603,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),7.A,I. Current Account - A. Goods - 1. General Merchandise - - Imports - Annual,2019,2019-01-01,NA,,A,Annual
3604,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2010,2010-01-01,26750.27,26750.27,A,Annual
3605,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2011,2011-01-01,NA,,A,Annual
3606,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2012,2012-01-01,11949.85,11949.85,A,Annual
3607,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2013,2013-01-01,13777.23,13777.23,A,Annual
3608,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2014,2014-01-01,17303.64,17303.64,A,Annual
3609,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2015,2015-01-01,19022.52,19022.52,A,Annual
3610,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2016,2016-01-01,19516.02,19516.02,A,Annual
3611,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2017,2017-01-01,25264.32,25264.32,A,Annual
3612,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2018,2018-01-01,11185.75,11185.75,A,Annual
3613,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),8.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - Annual,2019,2019-01-01,NA,,A,Annual
3614,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2010,2010-01-01,120208.01,120208.01,A,Annual
3615,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2011,2011-01-01,NA,,A,Annual
3616,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2012,2012-01-01,149765.76,149765.76,A,Annual
3617,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2013,2013-01-01,146705.57,146705.57,A,Annual
3618,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2014,2014-01-01,145007.89,145007.89,A,Annual
3619,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2015,2015-01-01,130541.01,130541.01,A,Annual
3620,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2016,2016-01-01,130188.47,130188.47,A,Annual
3621,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2017,2017-01-01,151428.76,151428.76,A,Annual
3622,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2018,2018-01-01,161088.55,161088.55,A,Annual
3623,annual,BI,TABEL5_1,V.1. INDONESIA'S BALANCE OF PAYMENTS : SUMMARY (Millions of USD),9.A,I. Current Account - A. Goods - 1. General Merchandise - a. Non-Oil and Gas - - Exports - Annual,2019,2019-01-01,NA,,A,Annual
3624,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2010,2010-01-01,9142.51,9142.51,A,Annual
3625,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2011,2011-01-01,9202.67,9202.67,A,Annual
3626,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2012,2012-01-01,10025.39,10025.39,A,Annual
3627,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2013,2013-01-01,10875.66,10875.66,A,Annual
3628,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2014,2014-01-01,10218.23,10218.23,A,Annual
3629,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2015,2015-01-01,10064.16,10064.16,A,Annual
3630,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2016,2016-01-01,9724.31,9724.31,A,Annual
3631,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2017,2017-01-01,10557.28,10557.28,A,Annual
3632,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2018,2018-01-01,10211.28,10211.28,A,Annual
3633,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,1.A,AUD - Annual,2019,2019-01-01,NA,,A,Annual
3634,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2010,2010-01-01,8991.0,8991.0,A,Annual
3635,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2011,2011-01-01,9068.0,9068.0,A,Annual
3636,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2012,2012-01-01,9670.0,9670.0,A,Annual
3637,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2013,2013-01-01,12189.0,12189.0,A,Annual
3638,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2014,2014-01-01,12440.0,12440.0,A,Annual
3639,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2015,2015-01-01,13795.0,13795.0,A,Annual
3640,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2016,2016-01-01,13436.0,13436.0,A,Annual
3641,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2017,2017-01-01,13548.0,13548.0,A,Annual
3642,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2018,2018-01-01,14481.0,14481.0,A,Annual
3643,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,10.A,USD - Annual,2019,2019-01-01,NA,,A,Annual
3644,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2010,2010-01-01,8986.96,8986.96,A,Annual
3645,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2011,2011-01-01,8881.5,8881.5,A,Annual
3646,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2012,2012-01-01,9722.03,9722.03,A,Annual
3647,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2013,2013-01-01,11442.94,11442.94,A,Annual
3648,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2014,2014-01-01,10734.33,10734.33,A,Annual
3649,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2015,2015-01-01,9948.09,9948.09,A,Annual
3650,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2016,2016-01-01,9971.43,9971.43,A,Annual
3651,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2017,2017-01-01,10778.91,10778.91,A,Annual
3652,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2018,2018-01-01,10624.37,10624.37,A,Annual
3653,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,2.A,CAD - Annual,2019,2019-01-01,NA,,A,Annual
3654,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2010,2010-01-01,9600.14,9600.14,A,Annual
3655,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2011,2011-01-01,9636.06,9636.06,A,Annual
3656,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2012,2012-01-01,10596.69,10596.69,A,Annual
3657,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2013,2013-01-01,13731.78,13731.78,A,Annual
3658,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2014,2014-01-01,12582.82,12582.82,A,Annual
3659,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2015,2015-01-01,13951.29,13951.29,A,Annual
3660,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2016,2016-01-01,13177.76,13177.76,A,Annual
3661,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2017,2017-01-01,13842.15,13842.15,A,Annual
3662,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2018,2018-01-01,14709.75,14709.75,A,Annual
3663,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,3.A,CHF - Annual,2019,2019-01-01,NA,,A,Annual
3664,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2010,2010-01-01,11955.79,11955.79,A,Annual
3665,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2011,2011-01-01,11738.99,11738.99,A,Annual
3666,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2012,2012-01-01,12809.86,12809.86,A,Annual
3667,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2013,2013-01-01,16821.44,16821.44,A,Annual
3668,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2014,2014-01-01,15133.27,15133.27,A,Annual
3669,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2015,2015-01-01,15069.67,15069.67,A,Annual
3670,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2016,2016-01-01,14161.55,14161.55,A,Annual
3671,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2017,2017-01-01,16173.62,16173.62,A,Annual
3672,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2018,2018-01-01,16559.75,16559.75,A,Annual
3673,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,4.A,EUR - Annual,2019,2019-01-01,NA,,A,Annual
3674,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2010,2010-01-01,13893.8,13893.8,A,Annual
3675,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2011,2011-01-01,13969.26,13969.26,A,Annual
3676,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2012,2012-01-01,15578.86,15578.86,A,Annual
3677,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2013,2013-01-01,20096.63,20096.63,A,Annual
3678,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2014,2014-01-01,19370.34,19370.34,A,Annual
3679,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2015,2015-01-01,20451.11,20451.11,A,Annual
3680,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2016,2016-01-01,16507.5,16507.5,A,Annual
3681,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2017,2017-01-01,18218.01,18218.01,A,Annual
3682,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2018,2018-01-01,18372.77,18372.77,A,Annual
3683,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,5.A,GBP - Annual,2019,2019-01-01,NA,,A,Annual
3684,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2010,2010-01-01,1155.43,1155.43,A,Annual
3685,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2011,2011-01-01,1167.2,1167.2,A,Annual
3686,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2012,2012-01-01,1247.48,1247.48,A,Annual
3687,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2013,2013-01-01,1571.91,1571.91,A,Annual
3688,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2014,2014-01-01,1603.67,1603.67,A,Annual
3689,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2015,2015-01-01,1779.83,1779.83,A,Annual
3690,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2016,2016-01-01,1732.47,1732.47,A,Annual
3691,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2017,2017-01-01,1732.87,1732.87,A,Annual
3692,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2018,2018-01-01,1849.25,1849.25,A,Annual
3693,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,6.A,HKD - Annual,2019,2019-01-01,NA,,A,Annual
3694,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2010,2010-01-01,11028.52,11028.52,A,Annual
3695,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2011,2011-01-01,11680.32,11680.32,A,Annual
3696,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2012,2012-01-01,11196.68,11196.68,A,Annual
3697,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2013,2013-01-01,11616.88,11616.88,A,Annual
3698,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2014,2014-01-01,10424.88,10424.88,A,Annual
3699,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2015,2015-01-01,11452.42,11452.42,A,Annual
3700,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2016,2016-01-01,11540.48,11540.48,A,Annual
3701,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2017,2017-01-01,12021.84,12021.84,A,Annual
3702,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2018,2018-01-01,13111.51,13111.51,A,Annual
3703,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,7.A,JPY/100 - Annual,2019,2019-01-01,NA,,A,Annual
3704,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,8.A,MYR - Annual,2010,2010-01-01,2915.85,2915.85,A,Annual
3705,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,8.A,MYR - Annual,2011,2011-01-01,2852.93,2852.93,A,Annual
3706,annual,BI,TABEL5_40,V.40. SELECTED FOREIGN EXCHANGE MIDDLE RATES AGAINST RUPIAH AT BANK INDONESIA,8.A,MYR - Annual,2012,2012-01-01,3159.62,3159.62,A,Annual
