,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,DATA_TYPE_AGGR,VALUATION,ADJUSTMENT,EDITION,Frequency,Territory,Aggregate,Valuation,Adjustment,Edition
27,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P51G_D_W0_S1.Y.N.2024M9,annual – Italy – gross fixed capital formation – in previous year prices – raw data – Sep-2024,2023,2023-01-01,473348.8,473348.8,A,IT,P51G_D_W0_S1,Y,N,2024M9,annual,Italy,gross fixed capital formation,in previous year prices,raw data,Sep-2024
0,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,1995,1995-01-01,6523.9,6523.9,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
1,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,1996,1996-01-01,1113.9,1113.9,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
2,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,1997,1997-01-01,3448.4,3448.4,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
3,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,1998,1998-01-01,2302.3,2302.3,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
4,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,1999,1999-01-01,3092.7,3092.7,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
5,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2000,2000-01-01,61.2,61.2,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
6,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2001,2001-01-01,285.3,285.3,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
7,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2002,2002-01-01,1990.1,1990.1,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
8,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2003,2003-01-01,2850.6,2850.6,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
9,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2004,2004-01-01,2661.4,2661.4,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
10,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2005,2005-01-01,-3628.6,-3628.6,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
11,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2006,2006-01-01,5200.3,5200.3,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
12,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2007,2007-01-01,8541.4,8541.4,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
13,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2008,2008-01-01,6380.2,6380.2,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
14,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2009,2009-01-01,-10886.7,-10886.7,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
15,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2010,2010-01-01,7354.4,7354.4,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
16,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2011,2011-01-01,11012.1,11012.1,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
17,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2012,2012-01-01,-10389.5,-10389.5,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
18,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2013,2013-01-01,-6325.6,-6325.6,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
19,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2014,2014-01-01,2297.6,2297.6,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
20,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2015,2015-01-01,1660.6,1660.6,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
21,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2016,2016-01-01,5154.3,5154.3,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
22,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2017,2017-01-01,8382.1,8382.1,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
23,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2018,2018-01-01,9949.4,9949.4,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
24,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2019,2019-01-01,1885.3,1885.3,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
25,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2020,2020-01-01,-7231.3,-7231.3,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
26,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2021,2021-01-01,20073.6,20073.6,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
27,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2022,2022-01-01,55397.7,55397.7,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
28,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.V.N.2024M9,annual – Italy – changes in inventories – current prices – raw data – Sep-2024,2023,2023-01-01,2408.9,2408.9,A,IT,P52_D_W0_S1,V,N,2024M9,annual,Italy,changes in inventories,current prices,raw data,Sep-2024
0,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,1996,1996-01-01,1074.6,1074.6,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
1,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,1997,1997-01-01,3377.9,3377.9,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
2,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,1998,1998-01-01,2332.2,2332.2,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
3,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,1999,1999-01-01,3075.7,3075.7,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
4,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2000,2000-01-01,113.1,113.1,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
5,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2001,2001-01-01,79.0,79.0,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
6,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2002,2002-01-01,1988.9,1988.9,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
7,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2003,2003-01-01,2845.3,2845.3,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
8,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2004,2004-01-01,2743.0,2743.0,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
9,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2005,2005-01-01,-3213.2,-3213.2,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
10,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2006,2006-01-01,4764.2,4764.2,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
11,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2007,2007-01-01,8244.6,8244.6,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
12,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2008,2008-01-01,5879.7,5879.7,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
13,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2009,2009-01-01,-12462.9,-12462.9,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
14,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2010,2010-01-01,7491.1,7491.1,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
15,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2011,2011-01-01,10150.1,10150.1,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
16,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2012,2012-01-01,-10059.6,-10059.6,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
17,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2013,2013-01-01,-5937.2,-5937.2,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
18,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2014,2014-01-01,2085.0,2085.0,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
19,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2015,2015-01-01,1591.0,1591.0,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
20,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2016,2016-01-01,4951.5,4951.5,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
21,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2017,2017-01-01,8660.2,8660.2,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
22,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2018,2018-01-01,10111.8,10111.8,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
23,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2019,2019-01-01,1937.5,1937.5,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
24,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2020,2020-01-01,-7609.0,-7609.0,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
25,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2021,2021-01-01,11416.6,11416.6,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
26,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2022,2022-01-01,37820.1,37820.1,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
27,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P52_D_W0_S1.Y.N.2024M9,annual – Italy – changes in inventories – in previous year prices – raw data – Sep-2024,2023,2023-01-01,4835.3,4835.3,A,IT,P52_D_W0_S1,Y,N,2024M9,annual,Italy,changes in inventories,in previous year prices,raw data,Sep-2024
0,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,1995,1995-01-01,1223.3,1223.3,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
1,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,1996,1996-01-01,1471.4,1471.4,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
2,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,1997,1997-01-01,1562.7,1562.7,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
3,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,1998,1998-01-01,2034.5,2034.5,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
4,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,1999,1999-01-01,2107.4,2107.4,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
5,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2000,2000-01-01,2820.3,2820.3,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
6,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2001,2001-01-01,2839.3,2839.3,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
7,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2002,2002-01-01,2995.8,2995.8,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
8,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2003,2003-01-01,3072.1,3072.1,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
9,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2004,2004-01-01,3317.7,3317.7,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
10,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2005,2005-01-01,2921.5,2921.5,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
11,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2006,2006-01-01,3062.0,3062.0,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
12,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2007,2007-01-01,2881.9,2881.9,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
13,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2008,2008-01-01,2502.8,2502.8,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
14,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2009,2009-01-01,1823.6,1823.6,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
15,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2010,2010-01-01,2508.9,2508.9,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
16,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2011,2011-01-01,2389.0,2389.0,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
17,annual,ISTAT,92_506_DF_DCCN_PILN_1,Gross Domestic Product and main components,A.IT.P53_D_W0_S1.L_2020.N.2024M9,annual – Italy – acquisitions less disposals of valuables – chain linked - reference year 2020 – raw data – Sep-2024,2012,2012-01-01,2516.1,2516.1,A,IT,P53_D_W0_S1,L_2020,N,2024M9,annual,Italy,acquisitions less disposals of valuables,chain linked - reference year 2020,raw data,Sep-2024
