,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,freq,Frequency,REF_AREA
3922,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),27.A,"MANUFACTURING - Manufacture of Fabricated Metal Products, Computer, Optical Products and Electronic Devices - Annual",2018,2018-01-01,257687.0,257687.0,A,Annual,IDN
3923,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),27.A,"MANUFACTURING - Manufacture of Fabricated Metal Products, Computer, Optical Products and Electronic Devices - Annual",2019,2019-01-01,NA,,A,Annual,IDN
3924,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2010,2010-01-01,23767.2,23767.2,A,Annual,IDN
3925,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2011,2011-01-01,NA,,A,Annual,IDN
3926,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2012,2012-01-01,24832.1,24832.1,A,Annual,IDN
3927,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2013,2013-01-01,25504.2,25504.2,A,Annual,IDN
3928,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2014,2014-01-01,33078.8,33078.8,A,Annual,IDN
3929,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2015,2015-01-01,37287.5,37287.5,A,Annual,IDN
3930,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2016,2016-01-01,40169.5,40169.5,A,Annual,IDN
3931,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2017,2017-01-01,43093.0,43093.0,A,Annual,IDN
3932,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2018,2018-01-01,47879.6,47879.6,A,Annual,IDN
3933,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),28.A,MANUFACTURING - Manufacture of Machinery and Equipment - Annual,2019,2019-01-01,NA,,A,Annual,IDN
3934,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2010,2010-01-01,134260.2,134260.2,A,Annual,IDN
3935,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2011,2011-01-01,NA,,A,Annual,IDN
3936,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2012,2012-01-01,166390.7,166390.7,A,Annual,IDN
3937,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2013,2013-01-01,192768.0,192768.0,A,Annual,IDN
3938,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2014,2014-01-01,207401.4,207401.4,A,Annual,IDN
3939,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2015,2015-01-01,220511.0,220511.0,A,Annual,IDN
3940,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2016,2016-01-01,236558.9,236558.9,A,Annual,IDN
3941,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2017,2017-01-01,246916.1,246916.1,A,Annual,IDN
3942,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2018,2018-01-01,260986.8,260986.8,A,Annual,IDN
3943,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),29.A,MANUFACTURING - Manufacture of Transport Equipment - Annual,2019,2019-01-01,NA,,A,Annual,IDN
3944,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2010,2010-01-01,253326.6,253326.6,A,Annual,IDN
3945,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2011,2011-01-01,NA,,A,Annual,IDN
3946,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2012,2012-01-01,305670.5,305670.5,A,Annual,IDN
3947,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2013,2013-01-01,332111.9,332111.9,A,Annual,IDN
3948,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2014,2014-01-01,343252.3,343252.3,A,Annual,IDN
3949,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2015,2015-01-01,397408.6,397408.6,A,Annual,IDN
3950,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2016,2016-01-01,425185.6,425185.6,A,Annual,IDN
3951,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2017,2017-01-01,438889.5,438889.5,A,Annual,IDN
3952,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2018,2018-01-01,449822.3,449822.3,A,Annual,IDN
3953,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),3.A,"AGRICULTURE, FORESTRY AND FISHERY - Agriculture, Livestock, Hunting and Agriculture Services - Food crops - Annual",2019,2019-01-01,NA,,A,Annual,IDN
3954,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2010,2010-01-01,20069.3,20069.3,A,Annual,IDN
3955,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2011,2011-01-01,NA,,A,Annual,IDN
3956,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2012,2012-01-01,22486.5,22486.5,A,Annual,IDN
3957,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2013,2013-01-01,24930.6,24930.6,A,Annual,IDN
3958,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2014,2014-01-01,28117.7,28117.7,A,Annual,IDN
3959,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2015,2015-01-01,31339.7,31339.7,A,Annual,IDN
3960,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2016,2016-01-01,32124.2,32124.2,A,Annual,IDN
3961,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2017,2017-01-01,33851.1,33851.1,A,Annual,IDN
3962,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2018,2018-01-01,35487.6,35487.6,A,Annual,IDN
3963,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),30.A,MANUFACTURING - Manufacture of Furniture - Annual,2019,2019-01-01,NA,,A,Annual,IDN
3964,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2010,2010-01-01,15119.7,15119.7,A,Annual,IDN
3965,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2011,2011-01-01,NA,,A,Annual,IDN
3966,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2012,2012-01-01,15947.0,15947.0,A,Annual,IDN
3967,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2013,2013-01-01,16583.8,16583.8,A,Annual,IDN
3968,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2014,2014-01-01,18673.1,18673.1,A,Annual,IDN
3969,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2015,2015-01-01,20648.6,20648.6,A,Annual,IDN
3970,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2016,2016-01-01,20690.0,20690.0,A,Annual,IDN
3971,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2017,2017-01-01,20718.5,20718.5,A,Annual,IDN
3972,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2018,2018-01-01,21151.8,21151.8,A,Annual,IDN
3973,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),31.A,"MANUFACTURING - Other Manufacturing, Repair and Installation of Machinery and Equipment - Annual",2019,2019-01-01,NA,,A,Annual,IDN
3974,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2010,2010-01-01,72549.1,72549.1,A,Annual,IDN
3975,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2011,2011-01-01,NA,,A,Annual,IDN
3976,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2012,2012-01-01,95637.8,95637.8,A,Annual,IDN
3977,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2013,2013-01-01,98686.8,98686.8,A,Annual,IDN
3978,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2014,2014-01-01,114905.1,114905.1,A,Annual,IDN
3979,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2015,2015-01-01,129833.7,129833.7,A,Annual,IDN
3980,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2016,2016-01-01,142344.4,142344.4,A,Annual,IDN
3981,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2017,2017-01-01,162339.9,162339.9,A,Annual,IDN
3982,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2018,2018-01-01,176346.1,176346.1,A,Annual,IDN
3983,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),32.A,ELECTRICITY AND GAS SUPPLY - Annual,2019,2019-01-01,NA,,A,Annual,IDN
3984,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2010,2010-01-01,58866.5,58866.5,A,Annual,IDN
3985,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2011,2011-01-01,NA,,A,Annual,IDN
3986,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2012,2012-01-01,73349.8,73349.8,A,Annual,IDN
3987,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2013,2013-01-01,74358.3,74358.3,A,Annual,IDN
3988,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2014,2014-01-01,84150.8,84150.8,A,Annual,IDN
3989,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2015,2015-01-01,100645.2,100645.2,A,Annual,IDN
3990,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2016,2016-01-01,112792.3,112792.3,A,Annual,IDN
3991,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2017,2017-01-01,132975.9,132975.9,A,Annual,IDN
3992,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2018,2018-01-01,144437.1,144437.1,A,Annual,IDN
3993,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),33.A,ELECTRICITY AND GAS SUPPLY - Electricity - Annual,2019,2019-01-01,NA,,A,Annual,IDN
3994,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2010,2010-01-01,13682.6,13682.6,A,Annual,IDN
3995,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2011,2011-01-01,NA,,A,Annual,IDN
3996,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2012,2012-01-01,22288.0,22288.0,A,Annual,IDN
3997,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2013,2013-01-01,24328.5,24328.5,A,Annual,IDN
3998,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2014,2014-01-01,30754.3,30754.3,A,Annual,IDN
3999,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2015,2015-01-01,29188.5,29188.5,A,Annual,IDN
4000,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2016,2016-01-01,29552.1,29552.1,A,Annual,IDN
4001,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2017,2017-01-01,29364.0,29364.0,A,Annual,IDN
4002,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2018,2018-01-01,31909.0,31909.0,A,Annual,IDN
4003,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),34.A,ELECTRICITY AND GAS SUPPLY - Gas Supply and Production of Ice - Annual,2019,2019-01-01,NA,,A,Annual,IDN
4004,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2010,2010-01-01,5848.5,5848.5,A,Annual,IDN
4005,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2011,2011-01-01,NA,,A,Annual,IDN
4006,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2012,2012-01-01,6603.8,6603.8,A,Annual,IDN
4007,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2013,2013-01-01,7209.0,7209.0,A,Annual,IDN
4008,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2014,2014-01-01,7840.6,7840.6,A,Annual,IDN
4009,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2015,2015-01-01,8546.3,8546.3,A,Annual,IDN
4010,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2016,2016-01-01,8909.4,8909.4,A,Annual,IDN
4011,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2017,2017-01-01,9439.6,9439.6,A,Annual,IDN
4012,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2018,2018-01-01,10015.5,10015.5,A,Annual,IDN
4013,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),35.A,"WATER SUPPLY, SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES - Annual",2019,2019-01-01,NA,,A,Annual,IDN
4014,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),36.A,CONSTRUCTION - Annual,2010,2010-01-01,626905.4,626905.4,A,Annual,IDN
4015,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),36.A,CONSTRUCTION - Annual,2011,2011-01-01,NA,,A,Annual,IDN
4016,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),36.A,CONSTRUCTION - Annual,2012,2012-01-01,805208.1,805208.1,A,Annual,IDN
4017,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),36.A,CONSTRUCTION - Annual,2013,2013-01-01,905990.5,905990.5,A,Annual,IDN
4018,annual,BI,TABEL7_1,VII.1 GROSS DOMESTIC PRODUCT BY INDUSTRIAL ORIGIN AT CURRENT PRICES (Billions of Rp),36.A,CONSTRUCTION - Annual,2014,2014-01-01,1041949.5,1041949.5,A,Annual,IDN
